"","sentence","word","string","disambiguating_word","mpath","revision","seed_name","seed","step","0_1","1_1","2_1","3_1","0_2","1_2","2_2","3_2","0_3","1_3","2_3","3_3","0_4","1_4","2_4","3_4","0_5","1_5","2_5","3_5","0_6","1_6","2_6","3_6"
"51","She had a gold charm.","charm","charm","gold","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0280480999499559,0.478270322084427,0.00010652172932168,0.0193429868668318,0.126058742403984,0.0546626374125481,0.00092418229905888,0.0739860534667969,0.893399953842163,0.217710614204407,0.190622210502625,0.0182360094040632,2.11318429421681e-08,0.0171881392598152,0.00034209142904728,0.0175678096711636,0.00093535316409543,1.63363995397958e-06,1.88045898852351e-08,1.89998132782421e-08,1.93102878251385e-14,4.33942915378793e-07,1.99472970052739e-06,5.55594304138851e-26
"52","They liked the juicy chicken.","chicken","chicken","juicy","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.115368597209454,0.0523153617978096,0.0225389394909143,0.012584381736815,0.168370753526688,0.0161549001932144,0.00075001351069659,0.00501262722536921,0.470431506633759,0.110913388431072,0.15613004565239,0.0409078523516655,2.81876850749541e-07,0.100002557039261,0.00083105621160939,0.118177630007267,1.5527235746049e-06,2.40005164187096e-07,1.34542474938826e-08,5.14610917434766e-07,0.00177364202681928,0.430331170558929,2.53848278050531e-15,4.4773386387309e-11
"53","They liked the roasted chicken.","chicken","chicken","roasted","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.231551393866539,0.480494320392609,0.00924650393426418,0.673386037349701,0.297640472650528,0.0241776611655951,0.00079640658805146,0.025038156658411,0.941718280315399,0.314839631319046,0.222686484456062,0.0538116730749607,5.59092632101965e-06,0.117785282433033,0.0119750052690506,0.192570701241493,0.0306713450700045,5.38095373485703e-05,6.8606052082032e-05,4.10596476285718e-05,0.0918775498867035,0.580144822597504,0.341582506895065,4.05351767369987e-15
"54","They liked the clucking chicken.","chicken","chicken","clucking","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0783214047551155,0.0811661630868912,0.0195381548255682,0.0133644174784422,0.244113892316818,0.0230080857872963,0.000623979663942,0.0164966974407434,0.466975837945938,0.0536752492189407,0.165638372302055,0.0541357733309269,3.34866228968167e-07,0.0700907483696938,0.00277546560391783,0.310480624437332,7.82815391175973e-07,1.32689638121519e-06,5.36296207442888e-09,2.28360583776066e-08,0.491309702396393,0.499337911605835,6.39899577770109e-10,1.88806489973686e-14
"55","It was a perceptive class.","class","class","perceptive","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.029912831261754,0.152416124939919,0.0362854897975922,0.127785429358482,0.211365506052971,0.0520780943334103,2.85539772448828e-05,0.0437289588153362,0.490584582090378,0.307650059461594,0.162604331970215,0.0403453148901462,3.47342953010976e-11,0.0863777548074722,0.00088475359370931,0.198363050818443,7.61684714234434e-06,1.06430452433415e-05,3.72198655895772e-07,1.04437361869714e-07,0.00207807356491684,0.0658066049218178,8.43668585327366e-16,7.55960224974039e-12
"56","It was a misbehaving class.","class","class","misbehaving","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0202764496207237,0.062475424259901,0.0163469351828098,0.013569544069469,0.105265758931637,0.0366057530045509,0.0001046097750077,0.00361686712130904,0.326507121324539,0.172728151082993,0.120141535997391,0.0250016655772924,5.15508524756569e-08,0.0731429681181908,0.0013411643449217,0.135161861777306,3.47000604961067e-06,5.57778457732638e-06,8.45325985210366e-07,4.91547552883276e-07,0.00044172786874696,0.00106238480657339,3.15503732165788e-16,1.20675214612675e-12
"57","It was a boring class.","class","class","boring","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0325023457407951,0.149130612611771,0.00338385323993861,0.0180342495441437,0.142976745963097,0.0187725014984608,1.10148484111505e-07,0.0480234064161777,0.895519733428955,0.637029945850372,0.21567365527153,0.101175390183926,4.88638427498245e-08,0.157168552279472,0.00421666260808706,0.433204054832458,0.0752341896295547,0.00087190471822395,4.62932221125811e-05,0.0163194555789232,0.111259497702122,0.0396365784108639,3.22711633145832e-15,6.3698757912789e-07
"58","It was a film clip.","clip","clip","film","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0276012253016233,0.29603573679924,0.00072067510336637,0.243417233228683,0.147706300020218,0.270444095134735,0.0130921211093664,0.0878872573375702,0.905714869499206,0.26203864812851,0.247378438711166,0.028708366677165,2.59109498301768e-07,0.0931152850389481,0.0003551855625119,0.140313416719437,0.954163312911987,2.82174017485204e-08,1.08579834012801e-09,0.00100110983476042,0.00038492461317218,2.95316476695007e-06,0.0574932843446732,1.93912867985091e-07
"59","It was a video clip.","clip","clip","video","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0989448204636574,0.595888257026672,0.00023735320428386,0.209826052188873,0.216289147734642,0.389222234487534,0.028532525524497,0.111300602555275,0.908823907375336,0.386319428682327,0.247432008385658,0.0293202679604292,3.58168881575693e-06,0.159262105822563,0.00029305869247764,0.220256730914116,0.234640643000603,3.42260719765619e-10,6.72328989356763e-12,7.60414877731819e-07,0.283503472805023,8.44625083118444e-06,0.0381782688200474,8.34247861764004e-12
"60","It was a hair clip.","clip","clip","hair","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0607895180583,0.464521199464798,0.00078714813571423,0.304293841123581,0.387548267841339,0.165443152189255,0.00035790284164249,0.179644227027893,0.931650996208191,0.272277563810349,0.182013496756554,0.0161954406648874,9.62446691232799e-08,0.045724056661129,9.61914993240498e-05,0.0798113867640495,0.62285190820694,1.5086790483565e-08,2.31217756052615e-09,1.36260350700468e-05,2.37678959820187e-05,2.10096517960778e-09,0.996623396873474,2.02494624589981e-17
"61","It was an icy cold.","cold","cold","icy","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00687485560774803,0.561994254589081,0.0258731506764889,0.275811463594437,0.298347055912018,0.162651166319847,0.0299023073166609,0.198373720049858,0.913033485412598,0.477266281843185,0.247993469238281,0.0544493868947029,1.36746803036658e-05,0.103452228009701,0.00059355131816118,0.153479292988777,0.0339654348790646,5.90417437162927e-10,5.17857180748482e-11,1.64483509479396e-07,5.25023096997757e-05,0.0197359751909971,2.98072955047246e-05,3.00790251064301e-15
"62","It was a freezing cold.","cold","cold","freezing","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0319580845534801,0.514990150928497,0.0093123409897089,0.238449588418007,0.331197947263718,0.194496870040894,0.084149569272995,0.158183678984642,0.930454790592194,0.617337822914124,0.255559116601944,0.0460698157548904,0.0002205985947512,0.0854513198137283,0.00110840972047299,0.213869675993919,0.614158928394318,1.61094783379667e-06,1.41649337592753e-07,0.00013414460408966,7.69132202549372e-06,9.09831505850889e-05,0.992710947990418,1.69753906840552e-14
"63","It was a chest cold.","cold","cold","chest","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0399149507284164,0.261227637529373,0.0009397022658959,0.224334478378296,0.355024427175522,0.157279267907143,0.00117330951616168,0.133308887481689,0.943506121635437,0.652087271213531,0.236000120639801,0.0439307391643524,5.25149958241489e-11,0.103345736861229,0.00213485723361372,0.0839772373437881,0.0967051386833191,2.90366951958276e-05,1.28555020637577e-05,0.0791063234210014,9.9016206345226e-10,3.44550663555765e-08,0.139396250247955,5.44198195890727e-19
"64","It was a gossip column.","column","column","gossip","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00519196037203073,0.132005080580711,0.00461960025131702,0.0187791120260954,0.0918506681919098,0.0579125061631203,3.76561547454912e-05,0.0253160987049341,0.913769841194153,0.542047262191772,0.186966717243195,0.0553567335009575,1.57345390050523e-08,0.0762700587511063,0.00019548198906704,0.304606467485428,0.630055904388428,3.34132409240961e-11,1.40221341482505e-12,8.02294266577519e-07,1.25894518987479e-06,2.13893872569315e-06,0.9999680519104,6.42501373285254e-12
"65","It was a sports column.","column","column","sports","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00694434810429811,0.146465376019478,0.00027265943936072,0.116807021200657,0.0537894926965237,0.0838016793131828,2.07860939553939e-05,0.026772815734148,0.905287086963654,0.676433801651001,0.20748208463192,0.037998590618372,3.01196251939473e-07,0.108184993267059,8.24175440357067e-05,0.211751028895378,0.0256105568259954,1.25076393686641e-09,1.99714446369459e-11,4.58705399069004e-05,5.74801966024552e-08,9.69826263741425e-09,1,1.55782580845559e-12
"66","It was a concrete column.","column","column","concrete","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00227573467418551,0.214761361479759,0.00081127253361046,0.0354903526604176,0.152856692671776,0.0905390828847885,1.79503240360646e-05,0.118776313960552,0.927657663822174,0.452366203069687,0.234699621796608,0.0507690012454987,3.25313294524676e-07,0.0703558102250099,0.00023590304772369,0.150761291384697,0.686752796173096,2.17111217892807e-08,5.18022424955689e-09,0.00270040705800056,0.00094518030527979,2.51651563303312e-05,0.0637149959802628,1.29365943735138e-07
"67","He liked the investment company.","company","company","investment","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.509015262126923,0.572212934494019,0.0279122330248356,0.0430897325277328,0.0629375725984573,0.107920199632645,0.0679329186677933,0.0970939844846726,0.937229514122009,0.536029756069183,0.205554366111755,0.0454192981123924,3.26833674080262e-06,0.0754049643874168,0.0202321112155914,0.150329068303108,0.0002961954451166,0.0345194861292839,0.0227986369282007,0.00030203338246792,0.00031968642724677,8.50350900805097e-08,9.0941858488236e-09,4.02318796495754e-14
"68","He liked the pharmaceutical company.","company","company","pharmaceutical","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.1929050385952,0.204483434557915,0.0408527255058289,0.101925544440746,0.0803371593356133,0.0901389569044113,0.00312702567316591,0.140045270323753,0.924411058425903,0.410466462373734,0.162981018424034,0.0319157689809799,2.83681638393318e-05,0.0441198348999023,0.0008237466099672,0.240082815289497,0.590180337429047,4.28644780186005e-05,1.05337858258281e-05,2.25931535169366e-06,0.00448873359709978,5.132277269837e-09,0.999984860420227,2.79317902323933e-16
"69","He liked the pleasant company.","company","company","pleasant","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.199321508407593,0.0375242456793785,0.293689966201782,0.049124538898468,0.115714073181152,0.00894248113036155,2.35515742019743e-07,0.0306370221078396,0.899608850479126,0.105453506112099,0.115941435098648,0.0588624216616154,3.2128784255292e-07,0.109811708331108,0.00065932248253375,0.423611789941788,2.95419158646837e-05,1.63326239999151e-05,5.97248913436488e-07,3.22906790195532e-09,0.00042122756713069,5.5206153774634e-05,5.8593435658949e-10,8.47763407292189e-16
"70","It was a waffle cone.","cone","cone","waffle","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00441177701577544,0.0213721301406622,0.00483089406043291,0.00571140181273222,0.0859900936484337,0.0514958873391151,0.0006480710580945,0.0157704837620258,0.327952116727829,0.149698182940483,0.0907449349761009,0.00946291629225015,6.78364085615613e-06,0.0538843050599098,0.00506815733388066,0.0683295130729675,0.00010241451673209,0.00034958880860358,2.17265242099529e-05,1.35677537400625e-05,5.61340236515662e-08,5.68377656051666e-09,5.44321532292003e-13,1.84501615374533e-11
"71","It was a sugar cone.","cone","cone","sugar","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0149560729041696,0.405741751194,0.00022098953195381,0.0518937967717647,0.155218526721001,0.154229938983917,0.0139879882335663,0.034049779176712,0.942619383335114,0.446054697036743,0.183150291442871,0.0145379761233926,1.21783529039021e-07,0.0607577189803123,0.00097906962037086,0.0747503787279129,0.14302970468998,2.02062963694516e-07,1.95343741182796e-08,0.00049808796029537,1.05486253687559e-06,1.30019856214858e-07,0.935817360877991,7.39408064164719e-18
"72","It was an orange cone.","cone","cone","orange","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.010947497561574,0.678294539451599,0.00092418660642579,0.0254302304238081,0.150706082582474,0.319150924682617,0.0151637094095349,0.0280748270452022,0.934905409812927,0.47118616104126,0.204703748226166,0.0168262682855129,3.09931647279882e-06,0.0355623550713062,0.00029367793467827,0.0977615639567375,0.00266154203563928,1.6346065478956e-07,5.79257992683324e-08,0.00016443252388853,0.00030542354215867,1.0377701755715e-06,0.22135066986084,6.89987617822491e-14
"73","He made a charitable contribution.","contribution","contribution","charitable","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0216405820101499,0.661908090114594,0.0229350365698337,0.00996785145252943,0.310055196285248,0.111342385411263,4.11786641052458e-06,0.0675483196973801,0.897684574127197,0.377062737941742,0.213848441839218,0.031893078237772,9.40815603200917e-09,0.0485175885260105,3.6331210139906e-05,0.129814550280571,0.993503749370575,2.31803962691401e-08,5.07714759123701e-09,2.83706322079524e-05,0.0202513877302408,6.79198456055019e-06,0.905980050563812,2.88891869404634e-17
"74","He made a voluntary contribution.","contribution","contribution","voluntary","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0270409565418959,0.312172681093216,0.010410170070827,0.00354858115315437,0.337427169084549,0.0289917904883623,7.47539274925657e-07,0.0402394644916058,0.917772173881531,0.433776348829269,0.270409017801285,0.0549519024789333,9.20680254257178e-10,0.120990462601185,4.54438486485742e-05,0.298281401395798,0.459783792495728,2.76026721479639e-08,4.29388302691791e-09,2.47104344452964e-05,0.902181684970856,0.00122737209312617,4.90859965793788e-05,3.07246545913631e-12
"75","He made a scholarly contribution.","contribution","contribution","scholarly","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.176286727190018,0.537837207317352,0.0125345075502992,0.0228875856846571,0.271249145269394,0.161325618624687,6.78825199429411e-06,0.113220989704132,0.866822361946106,0.4502072930336,0.194745764136314,0.0445493161678314,7.05890901286921e-11,0.048989474773407,2.85355454252567e-05,0.141686454415321,0.816823065280914,3.4392215741974e-09,2.08427469727823e-10,4.20820697399904e-06,0.00010698412370402,8.5856081568636e-06,4.57281235100027e-09,2.38900912941098e-12
"76","That was the noble count.","count","count","noble","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00986844953149557,0.270472139120102,0.00139940402004867,0.0448360443115234,0.287034600973129,0.0547180958092213,8.16858516827779e-07,0.0292031355202198,0.947112321853638,0.213589712977409,0.155210480093956,0.0171266812831163,2.37284984905273e-06,0.0647058263421059,7.21485703252256e-05,0.0936340317130089,0.98955649137497,6.56725296721561e-06,8.25111001745427e-08,1.77380421462203e-08,4.68943612918051e-15,0.00158873386681079,5.36140680462704e-11,3.18168689516957e-19
"77","That was the vengeful count.","count","count","vengeful","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0916807055473328,0.155019998550415,0.00917995162308216,0.0211561843752861,0.105263113975525,0.0583701729774475,4.25704274675809e-05,0.0138561837375164,0.328727424144745,0.150289908051491,0.123195074498653,0.0238490011543036,1.88975093351473e-08,0.171339601278305,0.00011593352974159,0.137274950742722,0.00227880524471402,3.74726766949607e-07,3.14082848618113e-09,3.52737394848646e-08,1.94012754946016e-05,0.103511109948158,0.00010583488619886,5.33044609970709e-15
"78","That was the final count.","count","count","final","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00690581789240241,0.136370927095413,0.00649488717317581,0.0531940162181854,0.292069941759109,0.212529301643372,0.00026651233201846,0.0601693354547024,0.936701118946075,0.230280935764313,0.143774434924126,0.0462126731872559,8.99223141459515e-06,0.102950185537338,0.00014032915350981,0.221190333366394,0.00054548395564779,1.54226441395622e-07,7.20161985601209e-10,5.01826136201089e-09,5.46226192454924e-06,0.500882804393768,1.89308623810313e-15,1.50099256923675e-15
